org_code,fund,allotment,FY14,FY18,FY19
1380,operating_fund,Principals/Assistant Principals,200000.0,100000.0,100000.0
1380,operating_fund,Teachers ‐ Regular Education,3020000.0,2500000.0,2400000.0
1380,operating_fund,Teachers ‐ Special Education,600000.0,280000.0,500000.0
1380,operating_fund,Counselors/Student Adv./ Soc. Serv. Liaisons,120000.0,80000.0,10000.0
1380,operating_fund,Nurses/Health Services,60000.0,100000.0,100000.0
1380,operating_fund,Classroom Assistants/Teacher Assistants,1100000.0,800000.0,900000.0
1380,operating_fund,Secretaries,100000.0,100000.0,100000.0
1380,operating_fund,Support Services Assistants,0.0,200000.0,500000.0
1380,operating_fund,Student Climate Staff,800000.0,100000.0,300000.0
1380,operating_fund,Other,0.0,120000.0,100000.0
1380,operating_fund,Total Positions,60.0,43.8,50.1
1380,operating_fund,Supplies/Equipment/Non Full‐Time Salaries/Other,32272.0,100159.0,97553.0
1380,grant_fund,Principals/Assistant Principals,0.0,0.0,0.0
1380,grant_fund,Teachers ‐ Regular Education,810000.0,860000.0,960000.0
1380,grant_fund,Teachers ‐ Special Education,0.0,20000.0,0.0
1380,grant_fund,Counselors/Student Adv./ Soc. Serv. Liaisons,0.0,20000.0,110000.00000000001
1380,grant_fund,Nurses/Health Services,0.0,0.0,0.0
1380,grant_fund,Classroom Assistants/Teacher Assistants,0.0,0.0,0.0
1380,grant_fund,Secretaries,0.0,0.0,0.0
1380,grant_fund,Support Services Assistants,700000.0,500000.0,300000.0
1380,grant_fund,Student Climate Staff,0.0,700000.0,400000.0
1380,grant_fund,Other,100000.0,0.0,0.0
1380,grant_fund,Total Positions,16.1,21.0,17.7
1380,grant_fund,Supplies/Equipment/Non Full‐Time Salaries/Other,198454.0,19977.0,15166.0
4370,operating_fund,Principals/Assistant Principals,100000.0,100000.0,100000.0
4370,operating_fund,Teachers ‐ Regular Education,1180000.0,1390000.0,1310000.0
4370,operating_fund,Teachers ‐ Special Education,200000.0,80000.0,100000.0
4370,operating_fund,Counselors/Student Adv./ Soc. Serv. Liaisons,100000.0,100000.0,100000.0
4370,operating_fund,Nurses/Health Services,20000.0,100000.0,100000.0
4370,operating_fund,Classroom Assistants/Teacher Assistants,0.0,100000.0,100000.0
4370,operating_fund,Secretaries,100000.0,100000.0,100000.0
4370,operating_fund,Support Services Assistants,0.0,0.0,0.0
4370,operating_fund,Student Climate Staff,200000.0,0.0,300000.0
4370,operating_fund,Other,0.0,0.0,0.0
4370,operating_fund,Total Positions,19.0,19.7,22.1
4370,operating_fund,Supplies/Equipment/Non Full‐Time Salaries/Other,6343.0,74924.0,52021.0
4370,grant_fund,Principals/Assistant Principals,0.0,0.0,0.0
4370,grant_fund,Teachers ‐ Regular Education,480000.0,280000.0,360000.0
4370,grant_fund,Teachers ‐ Special Education,0.0,120000.0,100000.0
4370,grant_fund,Counselors/Student Adv./ Soc. Serv. Liaisons,0.0,0.0,0.0
4370,grant_fund,Nurses/Health Services,0.0,0.0,0.0
4370,grant_fund,Classroom Assistants/Teacher Assistants,0.0,0.0,0.0
4370,grant_fund,Secretaries,0.0,0.0,0.0
4370,grant_fund,Support Services Assistants,200000.0,0.0,0.0
4370,grant_fund,Student Climate Staff,0.0,200000.0,0.0
4370,grant_fund,Other,0.0,0.0,0.0
4370,grant_fund,Total Positions,6.8,6.0,4.6
4370,grant_fund,Supplies/Equipment/Non Full‐Time Salaries/Other,71567.0,21444.0,38922.0
5070,operating_fund,Principals/Assistant Principals,100000.0,100000.0,100000.0
5070,operating_fund,Teachers ‐ Regular Education,1260000.0,1140000.0,1230000.0
5070,operating_fund,Teachers ‐ Special Education,100000.0,180000.0,200000.0
5070,operating_fund,Counselors/Student Adv./ Soc. Serv. Liaisons,100000.0,100000.0,100000.0
5070,operating_fund,Nurses/Health Services,30000.0,100000.0,100000.0
5070,operating_fund,Classroom Assistants/Teacher Assistants,0.0,0.0,0.0
5070,operating_fund,Secretaries,100000.0,100000.0,100000.0
5070,operating_fund,Support Services Assistants,0.0,0.0,0.0
5070,operating_fund,Student Climate Staff,200000.0,0.0,100000.0
5070,operating_fund,Other,0.0,0.0,0.0
5070,operating_fund,Total Positions,18.9,17.2,19.3
5070,operating_fund,Supplies/Equipment/Non Full‐Time Salaries/Other,76173.0,79458.0,77198.0
5070,grant_fund,Principals/Assistant Principals,0.0,0.0,0.0
5070,grant_fund,Teachers ‐ Regular Education,0.0,20000.0,0.0
5070,grant_fund,Teachers ‐ Special Education,0.0,20000.0,0.0
5070,grant_fund,Counselors/Student Adv./ Soc. Serv. Liaisons,0.0,0.0,100000.0
5070,grant_fund,Nurses/Health Services,0.0,0.0,0.0
5070,grant_fund,Classroom Assistants/Teacher Assistants,0.0,0.0,0.0
5070,grant_fund,Secretaries,0.0,0.0,0.0
5070,grant_fund,Support Services Assistants,0.0,0.0,0.0
5070,grant_fund,Student Climate Staff,0.0,200000.0,100000.0
5070,grant_fund,Other,0.0,0.0,0.0
5070,grant_fund,Total Positions,0.0,2.4,2.0
5070,grant_fund,Supplies/Equipment/Non Full‐Time Salaries/Other,55598.0,3740.0,10173.0
1260,operating_fund,Principals/Assistant Principals,100000.0,100000.0,100000.0
1260,operating_fund,Teachers ‐ Regular Education,1980000.0,2110000.0,2089999.9999999998
1260,operating_fund,Teachers ‐ Special Education,300000.0,380000.0,400000.0
1260,operating_fund,Counselors/Student Adv./ Soc. Serv. Liaisons,100000.0,50000.0,30000.0
1260,operating_fund,Nurses/Health Services,40000.0,100000.0,100000.0
1260,operating_fund,Classroom Assistants/Teacher Assistants,300000.0,700000.0,600000.0
1260,operating_fund,Secretaries,100000.0,100000.0,100000.0
1260,operating_fund,Support Services Assistants,0.0,100000.0,300000.0
1260,operating_fund,Student Climate Staff,300000.0,140000.0,620000.0
1260,operating_fund,Other,0.0,0.0,0.0
1260,operating_fund,Total Positions,32.2,37.8,43.3
1260,operating_fund,Supplies/Equipment/Non Full‐Time Salaries/Other,27663.0,113276.0,161556.0
1260,grant_fund,Principals/Assistant Principals,0.0,0.0,0.0
1260,grant_fund,Teachers ‐ Regular Education,760000.0,500000.0,420000.0
1260,grant_fund,Teachers ‐ Special Education,0.0,20000.0,0.0
1260,grant_fund,Counselors/Student Adv./ Soc. Serv. Liaisons,0.0,160000.0,170000.0
1260,grant_fund,Nurses/Health Services,0.0,0.0,0.0
1260,grant_fund,Classroom Assistants/Teacher Assistants,0.0,100000.0,0.0
1260,grant_fund,Secretaries,0.0,0.0,0.0
1260,grant_fund,Support Services Assistants,0.0,100000.0,300000.0
1260,grant_fund,Student Climate Staff,0.0,459999.99999999994,190000.0
1260,grant_fund,Other,0.0,100000.0,100000.0
1260,grant_fund,Total Positions,7.6,14.4,11.8
1260,grant_fund,Supplies/Equipment/Non Full‐Time Salaries/Other,207506.0,4997.0,607.0
5420,operating_fund,Principals/Assistant Principals,100000.0,100000.0,150000.0
5420,operating_fund,Teachers ‐ Regular Education,2230000.0,2080000.0,2020000.0
5420,operating_fund,Teachers ‐ Special Education,300000.0,380000.0,400000.0
5420,operating_fund,Counselors/Student Adv./ Soc. Serv. Liaisons,90000.0,140000.0,20000.0
5420,operating_fund,Nurses/Health Services,40000.0,100000.0,100000.0
5420,operating_fund,Classroom Assistants/Teacher Assistants,0.0,200000.0,200000.0
5420,operating_fund,Secretaries,100000.0,100000.0,100000.0
5420,operating_fund,Support Services Assistants,0.0,40000.0,0.0
5420,operating_fund,Student Climate Staff,500000.0,0.0,400000.0
5420,operating_fund,Other,0.0,0.0,100000.0
5420,operating_fund,Total Positions,33.6,31.3,34.9
5420,operating_fund,Supplies/Equipment/Non Full‐Time Salaries/Other,8127.0,80079.0,72078.0
5420,grant_fund,Principals/Assistant Principals,0.0,0.0,50000.0
5420,grant_fund,Teachers ‐ Regular Education,700000.0,300000.0,459999.99999999994
5420,grant_fund,Teachers ‐ Special Education,0.0,20000.0,0.0
5420,grant_fund,Counselors/Student Adv./ Soc. Serv. Liaisons,0.0,120000.0,120000.0
5420,grant_fund,Nurses/Health Services,0.0,0.0,0.0
5420,grant_fund,Classroom Assistants/Teacher Assistants,0.0,0.0,0.0
5420,grant_fund,Secretaries,0.0,0.0,0.0
5420,grant_fund,Support Services Assistants,200000.0,170000.0,200000.0
5420,grant_fund,Student Climate Staff,0.0,500000.0,200000.0
5420,grant_fund,Other,0.0,100000.0,0.0
5420,grant_fund,Total Positions,9.0,12.1,10.3
5420,grant_fund,Supplies/Equipment/Non Full‐Time Salaries/Other,126627.0,71373.0,39959.0
2140,operating_fund,Principals/Assistant Principals,200000.0,200000.0,200000.0
2140,operating_fund,Teachers ‐ Regular Education,5350000.0,5450000.0,5450000.0
2140,operating_fund,Teachers ‐ Special Education,200000.0,80000.0,100000.0
2140,operating_fund,Counselors/Student Adv./ Soc. Serv. Liaisons,200000.0,300000.0,320000.0
2140,operating_fund,Nurses/Health Services,130000.0,120000.0,120000.0
2140,operating_fund,Classroom Assistants/Teacher Assistants,400000.0,200000.0,200000.0
2140,operating_fund,Secretaries,220000.00000000003,200000.0,200000.0
2140,operating_fund,Support Services Assistants,0.0,0.0,0.0
2140,operating_fund,Student Climate Staff,200000.0,80000.0,0.0
2140,operating_fund,Other,100000.0,80000.0,80000.0
2140,operating_fund,Total Positions,70.0,67.0,66.7
2140,operating_fund,Supplies/Equipment/Non Full‐Time Salaries/Other,27159.0,39408.0,129042.0
2140,grant_fund,Principals/Assistant Principals,0.0,0.0,0.0
2140,grant_fund,Teachers ‐ Regular Education,150000.0,60000.0,60000.0
2140,grant_fund,Teachers ‐ Special Education,0.0,20000.0,0.0
2140,grant_fund,Counselors/Student Adv./ Soc. Serv. Liaisons,0.0,0.0,60000.0
2140,grant_fund,Nurses/Health Services,0.0,0.0,0.0
2140,grant_fund,Classroom Assistants/Teacher Assistants,0.0,0.0,0.0
2140,grant_fund,Secretaries,80000.0,0.0,0.0
2140,grant_fund,Support Services Assistants,0.0,0.0,0.0
2140,grant_fund,Student Climate Staff,0.0,420000.0,400000.0
2140,grant_fund,Other,0.0,0.0,0.0
2140,grant_fund,Total Positions,2.3,5.1,5.2
2140,grant_fund,Supplies/Equipment/Non Full‐Time Salaries/Other,30478.0,63315.0,3309.0
6350,operating_fund,Principals/Assistant Principals,100000.0,100000.0,100000.0
6350,operating_fund,Teachers ‐ Regular Education,1540000.0,1700000.0,1920000.0
6350,operating_fund,Teachers ‐ Special Education,600000.0,480000.0,600000.0
6350,operating_fund,Counselors/Student Adv./ Soc. Serv. Liaisons,50000.0,60000.0,100000.0
6350,operating_fund,Nurses/Health Services,40000.0,100000.0,100000.0
6350,operating_fund,Classroom Assistants/Teacher Assistants,500000.0,1300000.0,1300000.0
6350,operating_fund,Secretaries,100000.0,100000.0,100000.0
6350,operating_fund,Support Services Assistants,300000.0,0.0,0.0
6350,operating_fund,Student Climate Staff,300000.0,0.0,120000.0
6350,operating_fund,Other,0.0,0.0,0.0
6350,operating_fund,Total Positions,35.2,38.4,43.4
6350,operating_fund,Supplies/Equipment/Non Full‐Time Salaries/Other,25961.0,139150.0,90353.0
6350,grant_fund,Principals/Assistant Principals,0.0,0.0,0.0
6350,grant_fund,Teachers ‐ Regular Education,480000.0,420000.0,300000.0
6350,grant_fund,Teachers ‐ Special Education,0.0,120000.0,0.0
6350,grant_fund,Counselors/Student Adv./ Soc. Serv. Liaisons,0.0,140000.0,0.0
6350,grant_fund,Nurses/Health Services,0.0,0.0,0.0
6350,grant_fund,Classroom Assistants/Teacher Assistants,0.0,0.0,0.0
6350,grant_fund,Secretaries,0.0,0.0,0.0
6350,grant_fund,Support Services Assistants,0.0,300000.0,400000.0
6350,grant_fund,Student Climate Staff,0.0,200000.0,180000.0
6350,grant_fund,Other,0.0,100000.0,200000.0
6350,grant_fund,Total Positions,4.8,12.8,10.8
6350,grant_fund,Supplies/Equipment/Non Full‐Time Salaries/Other,60008.0,23207.0,4730.0
2510,operating_fund,Principals/Assistant Principals,100000.0,100000.0,100000.0
2510,operating_fund,Teachers ‐ Regular Education,2100000.0,2520000.0,2670000.0
2510,operating_fund,Teachers ‐ Special Education,400000.0,280000.0,300000.0
2510,operating_fund,Counselors/Student Adv./ Soc. Serv. Liaisons,50000.0,170000.0,150000.0
2510,operating_fund,Nurses/Health Services,30000.0,100000.0,100000.0
